,index,scale__Length,scale__Charge,scale__InstabilityInd,scale__Aromaticity,scale__bulkiness_1_mean,scale__charge_acid_1_mean,scale__cougar_1_mean,scale__seeva_v11_1_mean,scale__vsw_v8_1_mean,scale__svrg_v7_1_mean,scale__hesh_v4_1_mean,scale__BUNA790103_1_mean,scale__CHAM830102_1_mean,scale__CHOP780204_1_mean,scale__CHOP780205_1_mean,scale__FASG760102_1_mean,scale__FASG760104_1_mean,scale__GEIM800106_1_mean,scale__KARP850103_1_mean,scale__LEVM760103_1_mean,scale__PALJ810111_1_mean,scale__QIAN880104_1_mean,scale__QIAN880129_1_mean,scale__RICJ880105_1_mean,scale__RICJ880106_1_mean,scale__TANS770102_1_mean,scale__WOLS870103_1_mean,scale__FUKS010101_1_mean,SetClass,ScoreAD,OutAD
0,842,-0.9664195407486824,0.12797890250577304,-0.43015014757241044,-1.064879258216561,0.9503912639062393,1.4347518601250184,-1.204546234761901,-0.4244621678535981,0.7824294642278752,-0.9642977645910409,1.4020304567112982,0.7278219395133282,0.2811109331380809,-1.5928007794060715,1.3912859407184375,0.4302608193382328,-0.48417137149219536,1.3492093239847838,0.42331874899603894,1.3019715752393402,-0.16301616468940977,1.0669625889236205,0.21187521675041168,-0.7198991758287685,-1.089979179529274,-0.08225626022606762,-2.0623149898080233,0.9914547268048514,Train,0.47356842946101474,False
1,1201,-0.7254741775410946,-0.691675320492459,-0.7214327518794715,-0.3919054412147025,-0.0656885541813159,-0.7888538089769459,1.8546111482108787,0.12326693340403014,-1.2939228837790386,-0.8523035545286815,1.1439066874270005,0.8230699610688712,1.9384178422835057,-0.5010012433404076,-0.025300390180325052,1.0683417080201754,1.068866524725086,0.4694359081393861,0.2760283095632373,-0.8372942971114458,0.9780158224067138,-0.6703732009247416,-0.4783538489222567,0.12976237699993884,-0.013569177519141475,-1.4942724424118885,0.25787051575859826,-0.17349122291475372,Train,0.42722150197379727,False
2,1165,0.5997253201006384,1.9713812500287966,-0.1911540624459798,-0.2797431383810594,0.14530579078033626,0.8582615015650354,-0.7681917465612081,0.37991443523395535,-1.0102399433000517,-0.20466465008989945,0.07321023215672628,0.2223226358252684,0.538987944266102,-0.8521374578968031,0.1258122094956751,-0.6953343336564474,-0.0023612378408989563,-0.12699167870319766,1.1227861314055518,-0.38128865723027316,0.07889306445624306,-0.8582213349967249,1.0951722319573016,-1.0503231130783541,-1.2670808254303718,-0.24186629675538482,-0.6255784834376732,0.9276876786062827,Train,0.3055062591590163,False
3,110,-1.0868922223524762,-0.8879825069005356,0.8618641662906943,-1.064879258216561,-1.048082430492767,-0.51090310020949,0.48912275241103886,0.12226357411953052,0.15050183999091252,1.1060516927541229,-1.071303038712836,-0.6056503614798743,-2.4793033736988765,2.1137930994743837,0.08445110686941462,-1.860581134090332,1.1343035147342437,-1.658221244864939,0.20303194349693768,-1.3079223306214944,-1.5807167642277151,-0.22436360929711333,0.29614737015661985,-0.33952743428813986,1.9529490956180562,1.6447838806192783,0.7416778355488162,0.6677946778520016,Test,0.23492480142962258,False
4,124,-0.12311076952212506,0.5373961868933897,0.5665053948148725,-0.2797431383810594,1.0274134691555454,0.3538324378899055,-0.6101458109866655,0.12544686206132202,1.2292330740895996,-0.3944042712939566,0.7219871654034984,0.3421608328535294,-0.5000758114164199,-0.23764908275083843,0.8738321477104464,0.4149117945215716,-0.5016212354946427,0.7761945094732534,0.13300950380882134,1.1649084232603764,-0.6735571539821639,1.3284970088164276,-0.20012197805448234,-0.3107113930318056,0.8178885487324915,0.2211399707317086,-1.3921630070642639,1.0927010814151685,Train,0.405442267835068,False
5,121,-0.3640561327297129,0.1271592482827749,-0.17831237673037398,-0.1227159140370938,-0.3299450659756689,0.1376485532353462,-1.5226616844149625,-1.6027090364121457,0.250905297898472,1.4075576238476661,-1.0890754949673807,-1.468485379769594,0.4602365560932528,0.9438072331964675,-2.1759771451336825,-0.5275183290298887,1.8584728708355658,-1.1270759892685676,-0.39878252513462425,-1.491554417031992,-0.43516404763649474,-2.1695258572498646,0.6444722709022804,-1.0311124189074652,-0.9740581023808041,0.7111103316720301,0.6120627491426676,0.14895374184044746,Test,0.5072628964256909,False
6,852,-0.12311076952212506,-0.0771395667995345,0.06770265716428614,-0.2797431383810594,0.25508698440418553,-0.29471921555493086,0.5037456941000641,-0.5154389510383388,-1.0225758511780945,0.07126884452701253,-0.1863828210386322,-1.2484188726231171,-1.1284897774592584,0.42053624373510057,-0.8580540157247285,0.08874501723888635,1.5741855034199561,0.016561093079605432,-0.24359766064016158,-1.2891117348334054,0.21777990366345212,-0.12083956765365325,0.5630091892762792,-0.9446642958300491,-0.6552751402225128,0.8684789356580496,0.30217840457724016,-0.44912347171558026,Train,0.3334552794819403,False
7,145,-0.06287442872022811,0.7421048290871983,0.07306098246383971,0.06571675479879951,-0.22160891498566224,0.5008374791644544,-0.4295834995769879,-0.4429883748017727,0.47260558964902794,-0.2782278668718926,0.3907776958277063,-0.06703213794144333,-0.0032786361463033485,-0.11278504492117923,0.05815600597014882,-0.037577456980041495,-0.32363262266973614,0.2897898682276964,-0.6594930949418054,0.030334628681060093,0.28254688087977065,-0.028866630427240192,-0.1611695156610699,0.6079439946403361,0.17356056138904574,0.2262986101257994,-0.9880131451125462,0.3761872699849382,Train,0.48786807197195303,False
8,161,0.47925263849684446,1.1527515948093126,-0.33632409380274547,0.04354820530230316,-0.7035436122447466,0.3665491370177524,-0.4821103573160309,-1.2747452035680291,0.362572922727039,0.21880909011516184,-0.15044586917530756,0.7670417130719521,0.29620067243286713,-1.0911854843889153,-0.7369213748931517,0.04834096662627644,-0.2757994664105439,0.5436249452713661,-0.8369515489519429,-1.0954732488240544,1.457213091925795,-0.3753228142816304,0.16230336187167912,-0.41072000590879504,-1.4820651756303673,-0.39924867611457715,-0.48456262322159066,-0.21212563255737404,Train,0.48195515764766794,False
9,62,-0.183347110324022,-0.27303692609611196,-0.16812469038384673,0.16402945150081663,-1.4649658020285279,-0.2571220183139364,0.6027106423838864,-0.6625787028292077,0.4572034027311298,0.5180743257516739,-0.11313583185592938,0.7073594489780555,0.103139098126057,-0.664050581159398,-0.3497830764212742,0.5263590616522162,-0.19814533976206983,-0.16808105988532954,-0.891490351563236,-1.4113695553849885,1.0279403945854513,-0.5562564738993737,-0.7261104910693578,0.04385119842982671,-0.6237748475695243,-1.5546022269687847,0.41565269996465226,-0.470338785549665,Train,0.43002353686408035,False
