,index,scale__L,scale__Length,scale__MW,scale__Charge,scale__InstabilityInd,scale__AASI_1_mean,scale__charge_acid_1_mean,scale__cougar_1_mean,scale__eisenberg_1_mean,scale__grantham_1_mean,scale__seeva_v2_1_mean,scale__seeva_v6_1_mean,scale__seeva_v7_1_mean,scale__vsw_v3_1_mean,scale__vsw_v4_1_mean,scale__vsw_v5_1_mean,scale__vsw_v6_1_mean,scale__vsw_v7_1_mean,scale__vsw_v8_1_mean,scale__svrg_v5_1_mean,scale__svrg_v7_1_mean,scale__hesh_v4_1_mean,scale__hesh_v9_1_mean,scale__BUNA790103_1_mean,scale__CHOP780205_1_mean,scale__FAUJ880112_1_mean,scale__FINA910101_1_mean,scale__GEIM800106_1_mean,scale__MAXF760103_1_mean,scale__NAKH900102_1_mean,scale__PALJ810111_1_mean,scale__PRAM820103_1_mean,scale__QIAN880117_1_mean,scale__QIAN880129_1_mean,scale__RACS820103_1_mean,scale__RACS820111_1_mean,scale__RICJ880110_1_mean,scale__RICJ880113_1_mean,scale__ROSM880103_1_mean,scale__WERD780103_1_mean,scale__ZIMJ680101_1_mean,scale__AURR980101_1_mean,scale__AURR980105_1_mean,scale__AURR980118_1_mean,scale__AVBF000108_1_mean,SetClass,ScoreAD,OutAD
0,528,-0.5638214461364992,-0.23281700446134115,-0.21775382150839917,0.3266199170995661,-0.850533967716752,0.9721824383656157,1.1334878808618174,0.6484458232550555,0.2857776981043289,0.16886807907418183,0.02474645795274457,-0.012480007720210946,-0.13930260019365223,-0.7415869379555494,-1.5887720587131566,0.503202599097921,-0.01442493804385106,-0.29651941510508173,0.07762281073340513,1.0637695831235816,-1.5596078533065836,-0.360091049791073,0.04013054528422133,1.2175633284449134,0.8660008301884016,-0.733489082342574,-0.7393695948452791,1.1003999454379587,0.8814380761869661,-0.993662700219067,1.841024812639283,0.3289129001563364,1.6147815471542593,0.8124233601165801,0.3345145889184864,0.8695360250258735,1.0745119915005066,-0.0921672151292392,-0.4816173899202506,0.07442616076582967,0.2864721937650316,0.9699671840603664,-0.29688123078932893,1.2645229904447124,0.9559533578990215,Test,0.5106624648243565,False
1,14,-0.5638214461364992,-0.23281700446134115,-0.11387808213717225,0.9640417559616334,0.738984805598539,0.0002199785604905825,0.8897097000931161,-0.5286657852590151,-0.807884669323502,0.6422815476832004,2.0619585940912923,0.04788751678517849,-1.1179166584059153,-1.1632941307819336,-1.5927190922319476,2.5676682426631072,-2.0528460069351016,2.2076318398815173,1.0080239265013458,-0.6106401438361524,0.01486257916059307,0.001131648911767005,-0.012210337070753047,0.04902954276221809,0.1596085981945371,-0.733489082342574,-1.77033158990197,1.8969922008625042,-1.0330201555118599,0.03718103029141269,1.0903809918945804,0.06138615589378117,2.2257022783047185,-0.05554642699230819,0.9527486729753487,2.9031247409421583,-1.9390662583587892,0.5596317973580592,-1.4302062931232618,-2.071477331110515,-0.24791410674616682,0.24321484486822376,-1.8916267568965892,-2.3352147794774436,-1.12614525257593,Test,0.3172617028353577,False
2,2457,-0.5638214461364992,1.7389833293520403,2.021095034059013,0.5133030950302352,-0.3838863282483408,0.7655569349300007,-0.441694208650086,-0.23658211596384246,-0.9995600741131981,0.2993164422815286,0.013114881517274055,0.43757831637841177,1.3699683024040707,0.28050149128718244,0.171946507538899,-0.05756150313295786,-0.5552888247717155,-0.04838600420728306,0.19948456096766748,0.10762589838295969,-0.3439987695774897,0.1547256322349141,0.8718137474667272,0.8300094095558009,0.220378291098367,1.8170752550714497,1.560468703027518,-0.3848329129803417,0.6977652767288459,-0.016632734506294926,-0.28404959414014375,0.047327843073152735,-0.13311787241378142,-0.17279562942487753,1.7089332844951,-0.48709465821897274,-0.3214539114377243,0.35506718451175756,0.4426487208632101,-0.127011769506437,-0.1082242908935401,0.8585473526955644,1.541173700281399,0.5148434667689766,-0.574655038470789,Train,0.43156491918758766,False
3,1138,-0.5638214461364992,-1.1529904935742525,-1.2091767250986516,-0.835089256408754,-0.12484544617535259,0.444379294462662,-1.0605157439112467,0.09478919195022537,-0.05235945904780484,-0.33140410260348946,0.32084204706732244,-2.016904720324112,-1.5434939754342618,1.1843742740623913,-0.08776090709888522,3.547060532415586,-0.1524479867055537,0.07880706575952756,1.0662980257268628,0.04622782721862984,2.1013706684635127,1.0471446121274803,-0.5513214269390868,0.9914902090929313,-0.15898871432566972,0.9243777370428562,0.8335083215995601,-1.4340703400431212,2.558491312897682,0.742208401786243,-0.16495706450243366,0.038444183980696336,-2.63497286123148,-1.7491460131569496,0.11462720864745092,-0.8883492307637288,-0.5842777905517231,0.44882596530404906,1.7581064100175934,0.9142213904314773,-0.8831874964649955,-0.7257882710937875,-0.14137699866127515,-1.509929277119574,-0.2943834404349059,Train,0.4146816790860184,False
4,2613,0.7540088681893744,0.1615430623013351,-0.09888113465264772,0.063913951047733,-1.0453396519644462,0.47848722094563517,-0.29435574774592577,1.128076653051683,1.2002764322478112,-1.066880780174672,-1.0768215602314266,-0.28028537350778715,-1.4625573411969743,0.6948396078923427,-0.4775150691162861,0.07763729025018366,2.128067891471066,-1.0253054049797254,-0.9010296130910127,-0.37123293170958965,-0.26475150231711925,1.604830948115719,-1.6342792098165844,-0.254218815926243,0.05622407913524113,-0.733489082342574,-0.39193917843877357,-0.09182127810819705,-0.6866958348368114,1.2268076971632083,-0.524640561942604,0.3360232451777479,-0.07181722714130234,-1.3000396941334649,-0.7216732422467339,-1.3354614695185494,0.5061617077143662,-0.5037317348425169,-1.4716129519368637,0.3816006182975342,-0.7779091164283578,-0.654410809684694,-0.7236907179794098,0.13234740192962371,-0.7712153788533178,Train,0.4675810866609331,False
5,1073,0.7540088681893744,0.1615430623013351,-0.026989292874315455,-0.15110908280976051,0.6834114048769993,0.14905456651101692,-0.29435574774592577,0.502339014342516,0.3087981964551672,-1.3352039773459785,0.6337351361444411,0.12989940102186745,-1.8734402125912804,-0.2697372345959282,-0.3167787818282704,-0.46863900159025673,1.6186055007421882,-0.3734070840394755,0.044723979904761485,-0.04025711569858388,0.8834343162998315,-0.08236658676277653,-0.25933407519910956,-0.5218155693895512,-0.8363426649320836,-0.733489082342574,0.12731823694999167,-0.3803192553395286,-0.612561125227653,0.7935793517431885,-0.5871942136713292,1.0973856867246625,-0.19298458459323728,-0.9715267389611497,-1.5830126286432007,-1.0269886846938536,-0.3038790625092392,-0.2374252806742151,-0.7676997579025615,0.2017987019529152,-1.2126468970557072,-0.20235355113293088,0.47213209785356547,-0.2912557094692155,0.0033022931514193267,Train,0.3987330200277026,False
6,1220,-0.5638214461364992,-0.03563697108000302,0.033723769104401155,0.738222586512969,-0.47345828524449407,0.4311021602054935,0.44115784812228015,-0.12044352560228105,-0.4208232923668756,0.5375627106867892,-0.6396168225425336,1.0427725614129477,0.9417707341529121,0.8559223494015424,0.20335654050670882,-1.208358566598078,0.03532090273370228,-0.35252122097877825,-0.15561929360104848,0.4021198676228971,-0.8482478301339867,1.1132710257605085,-1.0257391858696874,-0.06394829668175261,1.0163902946563252,0.3275456820641013,-0.6960163209248631,-0.4654017093306928,-0.32080516920832103,0.6793988535551411,-0.6647607418149467,-0.1995457387590224,0.1326759900319502,0.06025344414626185,1.5455523033174257,-0.3555578098430461,0.93070615237263,1.1457294696784777,-0.22444439811726596,-0.8668353307649279,-0.09179133630920187,0.3889690644898053,-1.1589702231697154,0.7618867955651485,-0.7861353165703818,Train,0.5087544499223806,False
7,1638,-0.5638214461364992,-0.4957237156364587,-0.47813847205805177,0.5135280145217178,-1.7108029073266993,0.7128983352904921,0.7271909130927526,0.0956352324220383,-0.4607950963559105,0.6786704233184938,-0.47296906971165226,-0.7409694916675168,0.7452120676677587,0.8770993547912866,-0.19046237974173177,-0.4795822544474187,0.5500783255413533,-1.636044419667368,-1.835710109465323,0.8307280463753294,-1.1196301618421378,0.7420898953147286,-0.8242694363494993,0.873070956055974,1.3439768887108188,0.003340615751525343,-0.6688764664910296,-0.15049883291534621,0.2818382805347963,0.6130199758242526,-0.045062565772735555,-1.7974753621578252,0.10164886133449764,1.4398784845073977,1.2947957091862117,-0.9126111351772384,0.8777188701511337,0.4408595328629236,-0.20640949746300477,0.8482563271056387,0.6292430851555864,0.680612085143977,-0.12924546332741016,1.9621680231275913,-1.2298752175151095,Train,0.46534282149635997,False
8,1319,-0.5638214461364992,-0.3642703600488999,-0.18955812168137945,0.062339514607353826,-0.2518396302749805,0.002972813456800421,0.012108250398415305,0.6219570626537111,0.7598301419985697,1.250128883183948,-0.5670229870778617,-2.7602546697838903,1.3607215887770632,0.3030936331527555,0.5515836739791554,-0.29344417299874515,-1.0494798519754776,-0.9991343869715547,-1.9047697919772206,3.219141848958217,0.07149840442295682,-0.32010329724721615,-0.015874199019840995,0.7718763217224341,-0.48248752413722823,-0.733489082342574,-0.5040987802278821,0.7668269375119737,2.8162887886211263,-2.0602481586015444,3.247344637299524,-1.6493851386845413,1.1752744964720636,1.9010903437578306,1.688574703764596,1.5523983532353844,0.7969455739186568,-2.003241920457831,1.5262291225164402,1.6456420172694681,1.9796412949837674,-0.15952707473160369,0.05515388160859447,1.163332205999397,0.6676584182315545,Train,0.10980114539192565,False
9,632,-0.5638214461364992,-0.3642703600488999,-0.3853036508588846,-1.734992141831172,-0.08354933015020198,0.36401769237980164,-2.1331397382209083,0.9487402275698106,0.6668424238107916,-0.5179926311148122,-0.8426941050715214,0.9955588098407824,0.10737899664088094,-0.23349248808195913,0.047853306864283726,0.8630975097875443,-0.40676295603759854,0.728490261734929,1.2200673984737125,-0.6317844095954893,1.1625718004855317,-0.07671117611456252,-0.4611206394401459,-0.5393477705190635,-1.3641803587216712,2.5822445564282863,1.9966449318842923,-1.033596029819255,0.41575904714437795,-0.5811072708690677,-0.593449578844201,1.1360037485927121,-0.5667392783684262,-1.265940881380352,0.01472185539391205,-0.40796352337622854,-1.7037956754382413,-1.343621319609606,1.5262291225164402,-0.6198621320923596,0.12426467060449652,0.7509321037330886,1.365359750074394,-0.6249246222986184,0.9877151455310966,Train,0.4058902337575643,False
10,2720,-0.5638214461364992,-1.087263815780473,-0.8556875240785278,0.0643637900306984,1.6220275521969092,-0.2033015726694003,1.3230931320940857,-1.4689757697991521,-1.0080665626767007,3.661363579020496,-1.4127290381715945,-1.391263300205937,0.0714423253398157,4.633825296684098,4.052180344523872,-2.652845708287091,-1.8524669899254749,2.2013158453215054,0.9641563548229131,-4.01266263035131,0.8225908368307249,-2.3923575013659515,0.3101707277265425,-4.107714594039742,-1.052310590881444,-0.733489082342574,-0.959660619062213,0.9828472684972862,0.021436789830654238,-3.4757271207515044,0.8098373420205572,0.23662654350150283,0.0654022157086841,1.8021206179722624,-0.8026324675398945,-0.06614024807710324,0.32846045588660233,0.15406796727673863,-0.3996405707670938,-2.428888039895747,-2.453417973041653,-0.6147566639639473,-0.42849001272379317,0.8064918403579534,-0.06458312612041237,Train,0.5155980181678338,False
11,1223,-0.5638214461364992,-0.23281700446134115,-0.19975988212049245,-0.12299414637441879,-0.31438510253203866,0.31361963898434375,0.6459315198607268,0.7298964550277387,0.9382767432103463,0.15217080826742596,0.13234737623653264,-0.53078812314141,-0.22372486991447024,-1.5423188996472479,-1.4212644087311408,1.5260109989698805,-0.6288144414921123,0.15847878823150316,0.15325764142942458,0.7107160634831097,-1.2719039241326475,-0.7146491232654324,0.1517910946408218,1.0883786888152096,0.36720141778626536,-0.733489082342574,-0.6864997488703767,1.3368882706039413,0.8266523085763589,-1.5232504943356207,2.449501242636492,0.6742090435183127,1.525812508839902,0.8018383628122089,-0.5784960554561347,1.6635619884438664,0.8894677131126063,-0.8221821095050499,0.1507752129880139,0.5795986127687912,0.9075583365369433,0.8690293581856191,-0.23732641845399413,0.5843882054989059,1.4579030365793302,Train,0.5117495097912697,False
