,index,scale__L,scale__Length,scale__MW,scale__ChargeDensity,scale__InstabilityInd,scale__charge_phys_1_mean,scale__charge_acid_1_mean,scale__svger_v8_1_mean,scale__svger_v9_1_mean,scale__svrg_v5_1_mean,scale__svrg_v7_1_mean,scale__hesh_v4_1_mean,scale__hesh_v9_1_mean,scale__BROC820101_1_mean,scale__CHAM830104_1_mean,scale__CHOP780204_1_mean,scale__CHOP780206_1_mean,scale__CHOP780207_1_mean,scale__DAYM780201_1_mean,scale__FASG760104_1_mean,scale__FAUJ880105_1_mean,scale__GEIM800102_1_mean,scale__KARP850103_1_mean,scale__MAXF760103_1_mean,scale__QIAN880129_1_mean,scale__RICJ880106_1_mean,scale__RICJ880107_1_mean,scale__TANS770102_1_mean,scale__WOLS870103_1_mean,scale__AURR980101_1_mean,scale__AVBF000108_1_mean,scale__WILM950101_1_mean,SetClass,ScoreAD,OutAD
0,701,0.6532174716630105,-0.5661121871746192,-0.5374493050706998,0.7347121505764229,-0.8017451752188621,0.6938370770106671,0.5140198538516373,-0.09538295185644574,-0.9133387860861271,-0.4419616114427637,-0.44898319908937045,1.3798775409150636,-0.7081549835440025,0.9139501017160782,2.016434929326181,-0.8564654942296933,-1.1800274728475855,-0.7361664358804586,-0.4760868446586398,-0.09838137343354147,0.9512330264979424,0.9529392609927722,0.8412355256072217,-0.9179568190318278,0.29721730213721115,-0.0453018045664353,1.4043586178419485,-0.07227896644304437,-1.4875975443741003,-0.4457836244790892,-0.6501406546620471,-0.3053347478542326,Train,0.4579368092127063,False
1,179,0.6532174716630105,-0.8137911989801513,-0.765857372648608,-0.4773549658396515,-0.13928595315799466,-0.46717067574456606,-0.5743701066990189,1.1132998716228153,0.30550086217500916,0.07157913556676124,-0.06686384016407342,-0.7434946668053014,2.2243144193778166,2.015752875919119,-0.20041542630687584,-0.7595620270020801,0.08827185849120692,-0.6911566885489052,0.5218267328793025,-1.6184525656375122,0.5108572561075406,-0.11883083975632133,-1.5112364446416244,0.9426848135525898,0.3003244195758824,-0.70296491167035,0.2725290444809978,-0.9466341550780326,0.9074523117319122,-0.9762942291356526,-0.24130352551417658,1.061276392456728,Test,0.2556625113520201,False
2,185,0.6532174716630105,0.6103631189016585,0.6593367818145165,1.011889778388944,0.3174938842146574,0.9253145060137425,0.8593177910097631,-0.7986165128848262,-0.19233450081350434,0.8826783893137914,-0.23566252864871565,-0.8507835581947251,1.1689946947253689,-1.74678751698247,-1.0200509090974215,-0.8884332412540022,-0.4255797575752017,0.009852946592430557,0.49092138729840723,-1.4842305678852277,1.4997970743497957,0.7449166374622275,0.6560563802677875,-0.08823280880319741,0.9626441180014045,-0.6466784295630839,-0.6116392761424106,-0.35441679882272653,-0.5607194804410688,-1.4608733935434206,0.7209517023560258,-0.7146233640758373,Test,0.41806979810567,False
3,447,-0.5974550045698266,-0.7518714460287683,-0.7387984786270809,-2.467105995066396,0.43362524027266314,-2.4069467049067548,-2.3928185630910574,-2.0972772194473697,2.7214701549785736,-0.6465814012669664,2.1570439193952406,-0.5092789698717617,1.5817259535805566,-1.4044293032673691,0.2784242504607039,3.237340780282387,-0.24861016724927615,-0.33890648678797486,1.3730973072402184,-0.030340803821449755,-0.0740013501563144,0.6256211363205249,0.06583173358616783,1.4655810116971695,-1.8429646331722573,3.1772474195266267,-1.307679167366188,0.14484198661494158,1.8628695609908592,1.856632401574379,0.7175123455025567,-0.8394041626199613,Train,0.30478036461188185,False
4,133,0.6532174716630105,-0.5041924342232361,-0.34670758003833374,0.5191754709876787,0.6371298062048869,0.6115794423940737,0.4369072045322154,0.0623622046230064,0.05995944833920278,-1.014200680363772,0.9013992839579148,-0.7796582586070679,0.16658730992463208,0.3846005447002944,0.5136437410770952,0.9316482326688973,-1.363344899427609,-0.9834625568253581,-0.8983507080630768,-0.14934293358923803,-0.9337106903242787,0.9930225122293425,-0.7985816609846697,-0.7955671995832173,0.5696623711528777,0.8027374650125044,1.1901358138799192,0.9689206401429666,-0.46501304532500914,0.4040924407695237,-0.7505691125608442,0.6530741899284428,Test,0.415399889447732,False
5,670,-0.5974550045698266,-0.5041924342232361,-0.3766686719760313,0.8325168012733836,-0.781012848783655,0.9077069261135822,0.7145127412382133,0.47525557903981847,-0.7856396237334397,-0.6171822325860162,-0.7425514856344919,0.358153129168495,-0.3265422638465325,0.452053628224823,1.1016924670594284,-0.2179687794954516,-0.05511170971965223,-0.20047833715964616,-0.6643014535236167,-0.8286467606243828,0.46632487574277026,1.3921493552605058,1.4748572236859843,0.32006125015810055,1.2015517739772041,0.26429983355817055,0.7571079001605562,0.17327602777285425,-0.9164275431331871,-0.46937257122981935,-0.8510345334977173,0.13800360018523092,Train,0.49389463731350713,False
6,498,-0.5974550045698266,-0.9995504578343004,-1.0099701213479377,0.6958340695917367,2.5269639532797363,0.6654208030703481,0.4873809384787606,-1.1204283343607484,-0.9200678141644058,-1.151395811603609,0.5593336205641768,-0.6417417266833819,1.3823907399325839,0.5529365390675955,0.37999630322687283,-0.40497236401176706,-0.7841014214692953,-0.18199503335847936,0.3038113720699082,-0.27014812725676335,-0.3649462410250523,-0.6188358955728364,-0.6943799750271973,-1.5135363724753812,-0.29200499645347605,-1.2775897473549427,0.6821247115698807,0.3970539014711861,-0.3375893195398767,-0.7472932548753127,-0.8988176055206007,-1.3126830010753954,Train,0.2532656806969422,False
7,46,-0.5974550045698266,-1.2472294696398325,-1.3418276842379184,0.9924503900777244,-1.3204050260960183,0.7384912211310061,0.5558810059776431,0.39947457690903443,-1.4545658133915427,0.826075802748575,-1.8428411548550407,1.6577422817783263,-1.1496915698821057,-0.8575308922825849,-1.7965476823850224,-0.8822739553012836,0.12421233102345516,-1.5013321512017863,1.315922417915562,0.386874998075446,3.0195147352774434,0.7561780101100927,1.492498314353322,-0.2024482768849885,0.16050417137536674,-0.3010596794944558,-0.5949996668234364,-1.3445275309163331,-1.1556826461261298,-1.881820951830814,-0.46162409862827763,-1.8323040880268036,Train,0.15119586771721183,False
8,562,-0.5974550045698266,-0.8757109519315344,-0.6955596897902565,0.9720873339583109,1.09306152529755,1.2949505581072205,1.0775353656339908,0.7206299723331944,-1.0870122860334044,-2.531600679013341,-0.16507521828113275,-1.0032847106641687,-0.3328382047864759,1.4303744056052135,1.8254447447618016,-0.13723724794570843,-1.3808640599089206,-1.4769455993475253,-2.136561283510849,-0.7260455646379445,0.24252111289660908,2.7465827582082696,-0.753278503966202,-0.5791222451782139,1.5687450318943148,-0.1436702178429,2.758870636693456,1.8821758486154783,-0.9032235961637213,-0.9826265821151124,-0.03487453962052712,2.025315498884414,Train,0.4359412921738903,False
9,105,-0.5974550045698266,-0.5661121871746192,-0.7324396668185515,-0.5492146239610234,-1.3062055447675183,-0.5877368652633306,-0.68739521780845,0.018520372819414068,-0.22588376265614896,0.6356499135975643,-0.03238057734337873,1.1155013798043614,-0.9694977427408299,-1.2725935812045999,-2.0182327180600574,0.07750862657789784,0.12261497729248848,-0.4758926764986558,-0.2105059544375976,0.6814682347293839,-0.572764020217008,-0.5864281607166775,0.15941495245770107,-0.38877862649323086,-1.1165207644513238,0.8640595286246417,-1.0334281553700437,-2.1461656549515413,0.4093654567047525,0.48901264953315066,-0.3355116395163128,0.7441264450390158,Test,0.32601415297487546,False
