,index,scale__L,scale__Length,scale__MW,scale__Charge,scale__cougar_1_mean,scale__eisenberg_1_mean,scale__grantham_1_mean,scale__ISAECI_1_mean,scale__janin_1_mean,scale__seeva_v3_1_mean,scale__seeva_v6_1_mean,scale__vsw_v4_1_mean,scale__svger_v5_1_mean,scale__svrg_v12_1_mean,scale__BROC820101_1_mean,scale__CHAM830104_1_mean,scale__CHOP780207_1_mean,scale__CHOP780212_1_mean,scale__FAUJ880112_1_mean,scale__LEVM760103_1_mean,scale__PRAM820103_1_mean,scale__RICJ880104_1_mean,scale__RICJ880106_1_mean,scale__TANS770102_1_mean,scale__WERD780102_1_mean,scale__AURR980103_1_mean,SetClass,ScoreAD,OutAD
0,2500,-0.5568285722452032,-0.49807274150820585,-0.490903055054013,-0.15784726199078622,0.5498574841795544,0.27852487744747145,0.011774831576256346,0.2400514325556807,-0.5410196214463394,-0.6893662509706595,1.4092784498078612,-1.3192440898796516,0.4036987338054527,1.8129415450890707,-0.4534612053055128,-0.5110717131048939,0.7398803746169094,-0.09774710297866888,0.026646334774806754,-1.637285279516952,-0.8254349658582883,0.7195801521060776,0.6714594649641034,-1.3921218605966998,-1.1451316379348826,0.10482350749094013,Train,0.14407838457888622,False
1,257,-0.5568285722452032,-0.49807274150820585,-0.6470472728568835,0.30944337520345855,-0.5877296333067344,-0.48996831598010177,-0.89908403648481,-1.0356421712330692,-0.6680898141080991,0.16688463216862956,1.847316860878096,0.12993208316652896,1.3851317944982358,0.5169092658976199,-0.20991216294135842,-1.0696012314175602,-0.6718348471850519,-1.187588926290469,0.026646334774806754,0.602484694694429,1.0865178400895887,-0.09644112011676077,0.4284949288650035,-0.7180116080894606,1.9209491380000236,0.5594965409122076,Test,0.07396024144639068,False
2,2259,-0.5568285722452032,-0.36251126588395094,-0.34083104361222316,0.07626348552784426,0.5478115139661361,1.0576658680395064,0.5396687745119966,1.264497197606516,0.4768287087990138,-1.1964685411901288,-1.4050951184807474,0.2965119258881112,0.8850547828267331,-0.45393478250672925,1.2952668714718374,0.6618402753014391,-0.1558134756819318,-0.9145780408958292,-0.7332958049338334,0.4458768364615178,-0.23974576192138727,-0.34999058659583787,-0.40062155158451573,0.5119833811556371,1.176536618061959,0.29351281609478214,Train,0.5046556317083555,False
3,718,0.7718332698240449,0.7897612769222161,0.7095678096626324,0.7746395822509166,0.43843878546577975,0.05630997816988581,-0.3792539947723545,-0.35347403374333,-0.1031643413699355,-0.2245233367000609,0.30009380849504713,-0.4968999154303637,0.586810167168455,0.26986625690307053,-0.5698952834633995,-0.4657855359851648,0.06803000498315698,-0.5193430198718509,0.375808938877311,-0.7807831581799103,-0.017607175133562383,-0.2571248453285639,0.3226083571160471,-0.886103572180441,0.3339374212542861,0.36318838631058087,Train,0.5014427126795686,False
4,258,-0.5568285722452032,-0.49807274150820585,-0.4754409026687133,0.08627020734027095,-1.8819440697242624,-1.1612424906959626,-0.8424088204574507,-0.5334969045430827,-0.8385890603355398,1.4108855524735897,-0.8712820979910814,1.6619521421454646,-0.6840712182818466,1.1793209604869115,-0.791213179157555,-0.7903364725125651,2.3620376173101407,1.878279238732329,-0.7332958049338334,-1.1477587706395909,0.19389496856926847,2.380766313117094,-1.211515691443933,1.6140990934250248,-0.5580097872239432,-0.17934713890886295,Test,0.5191746632656301,False
5,1818,-0.5568285722452032,-0.5658534793203334,-0.39541281292109925,0.7748722967116706,-2.7467974956257892,-1.6184714319083207,0.5567239788415654,0.730467077402467,-1.1840345364232667,0.24451781917558496,0.5436165544959269,0.7138460252660755,0.35288135242869223,0.21127484021191492,-0.08813764177996,-0.31394364817290055,1.7379326045236703,-0.17674930081381246,-0.7332958049338334,-0.10545881642795739,0.5641154222983792,1.9504693818308325,-2.010082954424168,1.8013789515761034,-1.6397295667990102,-1.155556888099723,Train,0.5149992789977196,False
6,745,-0.5568285722452032,-0.9047571683809708,-0.8347719155876158,0.07696162891010672,-0.6247782841462408,-0.19368178351739804,1.0686787935527642,1.1564086934265239,-0.013437048088614968,-0.8323116249127321,-0.9626440951402241,0.05568847522315081,0.618429139454368,-0.7823529720421455,0.12898862711606196,-0.5110717131048932,-0.7924005883453349,-1.0747517667154165,-0.7332958049338334,0.9274815470625062,0.2572484983208553,0.5592902591606687,-0.7559571859847849,0.916350350101128,-0.7174749822589765,-1.8786876039295513,Train,0.47840866649339,False
7,271,2.100495111893293,-0.36251126588395094,-0.4314003845656678,-0.69309052172523,0.49555632737329225,0.39796538580917373,-0.8715038855270589,-0.9630839983649689,1.15287430479781,1.126961324350109,-0.3374246524536626,-0.41246763553540755,-1.2914128163859708,1.4917323569940997,-0.7147020177370521,-1.097527707559398,-0.9212963257170641,1.3047362174845625,-0.04934787974321558,-0.393224411735823,-0.8916252197048741,-0.8745756900177819,0.22804918620057643,-1.8829759514729563,0.106670134544247,-0.9034139455836415,Test,0.45452220437738466,False
8,1432,-0.5568285722452032,-0.9725379061930982,-1.090225490023692,-1.3190924211537751,0.8446254981173209,0.3896323270862643,-1.5010338793989877,-1.6407529123815483,0.7252955347626714,1.6228549306530846,-1.1159345187138847,1.9746213032609141,-1.8611141327416871,-0.49998158790978264,-0.6483422143240577,-0.6633979453719844,-0.680603264623543,2.209034719414746,1.7537875591469778,0.8179797666902853,1.104397804314102,0.3009718372436264,0.8343561427499404,-0.1830874352216017,0.8699285404684682,0.6617979735342975,Train,0.4142764834719155,False
9,2794,-0.5568285722452032,-0.6336342171324608,-0.7063642489610977,0.5416924070360564,-0.10979512588263353,0.32366227886323107,0.5272561983709612,1.274151675890691,-0.6371265077343349,-2.36024618211848,1.3029512913754964,-0.7816260996605102,1.2482588005907542,-1.2000215243699035,1.8970168166979555,2.421208258162276,0.45381075282542993,-1.609352203257101,-0.7332958049338334,0.408248294648748,-1.6724338391779165,-0.861461062432233,-0.619289634292374,0.14644635293669933,-0.2716972803583584,0.32931831751251567,Train,0.5064185008072191,False
