,index,scale__L,scale__MW,scale__Charge,scale__charge_acid_1_mean,scale__flexibility_1_mean,scale__grantham_1_mean,scale__hopp-woods_1_mean,scale__seeva_v3_1_mean,scale__seeva_v7_1_mean,scale__seeva_v10_1_mean,scale__seeva_v12_1_mean,scale__vsw_v1_1_mean,scale__vsw_v7_1_mean,scale__vsw_v9_1_mean,scale__svger_v3_1_mean,scale__svger_v5_1_mean,scale__svger_v8_1_mean,scale__svger_v9_1_mean,scale__svrg_v6_1_mean,scale__svrg_v7_1_mean,scale__svrg_v8_1_mean,scale__svrg_v9_1_mean,scale__svrg_v10_1_mean,scale__hesh_v4_1_mean,scale__hesh_v9_1_mean,scale__ANDN920101_1_mean,scale__BUNA790103_1_mean,scale__CHAM830104_1_mean,scale__CHAM830107_1_mean,scale__CHOP780204_1_mean,scale__CHOP780205_1_mean,scale__CHOP780207_1_mean,scale__CHOP780212_1_mean,scale__CHOP780215_1_mean,scale__DAYM780201_1_mean,scale__FASG760102_1_mean,scale__FAUJ880105_1_mean,scale__FAUJ880112_1_mean,scale__FINA910101_1_mean,scale__GEIM800102_1_mean,scale__ISOY800106_1_mean,scale__MAXF760103_1_mean,scale__OOBM850103_1_mean,scale__OOBM850105_1_mean,scale__PALJ810115_1_mean,scale__PONP800105_1_mean,scale__QIAN880103_1_mean,scale__QIAN880114_1_mean,scale__QIAN880117_1_mean,scale__QIAN880128_1_mean,scale__QIAN880129_1_mean,scale__RACS820103_1_mean,scale__RACS820112_1_mean,scale__RACS820113_1_mean,scale__RICJ880101_1_mean,scale__RICJ880103_1_mean,scale__RICJ880104_1_mean,scale__RICJ880107_1_mean,scale__RICJ880117_1_mean,scale__ROSM880103_1_mean,scale__VASM830101_1_mean,scale__AURR980101_1_mean,scale__AURR980102_1_mean,scale__AURR980104_1_mean,scale__AURR980105_1_mean,scale__AURR980118_1_mean,scale__NADH010107_1_mean,SetClass,ScoreAD,OutAD
0,663,0.6589197800980666,-0.851130112778207,-1.2547535274894628,-1.5441276744028019,-0.31464240792941717,0.1503998302699482,0.4269896693391647,2.495826915563275,-0.215363547325392,1.1123291799115533,-0.7917038273609991,-0.44553626674362573,-0.05614799510243186,-0.9999675775341476,-0.8740362734878828,-2.353339807033895,-1.1906541172703666,2.192239861919706,0.25654843516587317,1.8679319884813748,2.189252077270038,-0.8234036294338742,-0.4055573736932177,-1.346005259459435,2.2977811847973832,2.2665396597351664,0.6053563165480947,0.6319588949141486,1.9556897401524072,1.4803878130611168,-0.18351243254378796,0.3389695959969891,1.4334116829023678,-0.19673225677173,0.40918100808814295,0.2711530481141937,-1.4061149560468196,2.924330352738083,2.3316566943155266,-1.3779654534878671,-1.5111625805947084,1.959376104661145,-0.9227505443213103,-1.4067406923476324,-0.773909022372526,-0.4264752488529562,0.05027313239285135,0.36080698870889655,0.7482737192401212,1.1143026136769967,-0.44315554420203673,-0.5528485145403976,1.1319345442755067,0.7585651581845254,1.7857393458961355,0.6730279127857571,-0.5285849314114023,-0.5083863919799605,-0.5650301864787985,2.2634424425395054,0.40035208611809014,2.3841192177270347,1.8283042060488024,2.034203688442276,1.978023141157395,1.230509270079369,0.7431164395108715,Train,0.10389773066906738,False
1,1632,-0.5685237558442503,-1.1382459927274016,-1.0375680100180122,-1.0726459973661622,-1.5547862593934345,-0.060544730573000305,-1.0408795862276774,0.9081810092334099,-2.1955179372669957,-2.012944764970307,-0.757193198037498,-2.929681884868323,-0.5963638351521422,1.835136347306762,3.1784477607658936,-2.6220399023621086,-0.24540418538548714,1.722044327416716,1.4379594763299866,2.011844916902626,-0.53969968618123,-0.31284034613708595,0.569617168538121,0.3484024062778571,-0.862880248725964,0.3113093719014477,1.156943784638289,2.36981379537533,2.0592634298245422,0.10139415733746904,0.14957623517112437,0.3946102977595217,1.8402671300135223,-1.5012433929761033,0.9691669878929049,1.8153457135651592,0.5496524192817964,0.978982275256919,1.0750290041656994,1.2317775638153112,0.6031225250294252,3.4558669788657292,1.5350749860274853,-1.4977260547783506,-0.6327747707955262,1.4966978471687546,2.2431494492476327,0.7723407566772119,-3.413442739429188,-0.7813574972121502,-1.0519916603486101,-1.2992437021419128,0.7280864032903502,0.16396589685535226,0.45547678917583356,1.5579240666161904,0.43161697698169843,0.6172038378760972,-0.6933329125894817,3.169726261571244,1.593479739285572,-0.6777506689011024,-1.8636363860679457,1.0427707056490836,0.27940423893588334,0.016684656582169922,-1.0189949858715759,Train,0.26678641442543016,False
2,77,-0.5685237558442503,-0.7770135441533648,0.03687172062667923,0.6561201517681828,1.0794139810877394,1.0638553739594327,1.2747126114988798,-0.32823144602080134,1.3730025773998593,1.030172427076333,-0.1701974336575838,-0.4832892267901061,0.13886808937483236,0.10844213391873486,-0.2697890251895854,-0.1446590770371752,-0.9578434601021029,-0.6636593329822045,-0.09293531172799968,-0.5929624602996602,1.264411716821194,0.30465893877922245,-0.9753285045616862,0.2085076035851787,0.7153060051169194,-0.39905122595230236,1.0301938941809874,1.095386868336479,-0.5991279302238964,-0.7804597145926904,0.9901525137401196,0.07994169812304881,-0.9325861216131195,-0.8711439796347028,0.2105246698688457,-0.8047354364363577,1.5298811514785704,0.4302943554271136,-0.3517005729310016,-0.3047820941470529,0.3911434193322185,-0.187676740836936,-0.09291936345420164,-0.36711864246956916,-1.9086608483041896,-0.9432851415813289,-0.7529113278657299,-1.1821180235176605,0.676608245576612,0.23229408919681827,1.0833466005761696,1.3884239135847074,-0.2208942116574522,-1.338550176165888,-0.9163564720132799,-1.1344195508155286,-1.0293705078064799,0.31936724786183196,-0.02687153024641243,-0.4422744668725826,1.899699283292539,1.034820624108592,-0.07051046081558418,-0.17812601140357395,-0.2987221949285984,0.5078474168235809,0.4339610043277015,Test,0.4718834863160768,False
3,512,-0.5685237558442503,-0.24526294829406894,-0.6136010717204499,-0.8369051585885275,0.25204151342629116,-0.8233622640737344,0.03441998468462544,0.9240258138020402,0.16583598675182293,0.23677226304042787,-0.8332610311890463,-0.07913205257091765,0.8130617046338816,0.7872952336842935,0.4161590000667737,-0.743224410909043,-0.05726297982353969,1.0791707038962988,-0.4243146735002288,0.7289677224314413,-0.5432269755396109,0.7372255347671853,0.7747852502246834,0.08609965141644424,0.453266488746143,0.7703116040783172,-0.44070602099071865,-0.526611038896563,-0.5300788037758062,1.4718491530515725,-1.0941145468034394,-0.6908549102444052,0.45064727316808034,-0.9014060423540854,0.6160834584565417,0.04103806267573344,0.12285426278263747,0.5300557956355966,1.0303772585825273,-1.0542763953432293,1.7924078974729485,-0.6170873098056469,-0.9964271444704935,-1.0899877613798865,0.29676460880378625,0.09752163324552558,0.7760107708334332,-0.1879047007658423,-0.7371561068890997,0.37183573744786813,-1.0202262981012769,-1.2181299678229598,-0.978578339407178,-0.8331349366514486,-0.6669322424567434,-0.15538550796246453,1.2219872555339433,-0.3072499934978252,-0.05181928250650892,0.9499876326166008,0.454523604181444,0.11161632283224053,0.38807119473869167,1.290940723099713,0.7946790642104148,-0.7808537559891223,-0.8016666674882162,Train,0.43633768043365406,False
4,1191,-0.5685237558442503,-0.44617715104299377,0.46950873946202415,0.7578122785234341,-0.07699679528593045,0.3530889192138505,0.14084552582855056,0.16361530931792148,-0.17771971939000153,1.8799017333830712,0.5071629934241905,2.1806588359169257,1.0622087628498071,0.7398536106361552,-0.6442186361808616,0.49450437678946013,-0.2901596285621296,-0.8705765674624711,0.5358192743449661,-0.1321886665819944,1.927715013049591,-0.10800991933934947,-0.5645660951780118,0.7464854105735189,0.44477002144237776,0.28816640198042315,0.34295663613650545,-0.7038040876330085,-0.8225221619386224,-0.5146450771358969,0.036385291129164436,-0.821552310494085,-0.8980682690266233,0.1694641552958207,-0.18189325550025834,0.9337132229147422,-0.13923897989530143,-0.6670814829156465,-0.9763247078337266,-0.004327020985243104,-0.9858300993307931,-0.6272377563654398,-0.7151786986451882,-0.5776106630853808,-0.5351545275121138,-0.41525278376376834,0.3444993949643922,-1.2945501256411656,1.2902815068529163,0.24081217013453982,-0.5415658835835402,0.7621307492505093,-0.18367928603412031,0.46685333447928884,-0.5666734840284271,-1.0369591482283709,0.4950156626299418,0.19422582342602246,-0.27823585802362294,-0.4932674182649759,0.2144694304588249,0.6990223322099238,1.1581343233478925,-1.2029368706059365,-1.7158156106656952,-0.5607093945098905,-0.8190336363266492,Train,0.36633205386883594,False
5,1205,-0.5685237558442503,4.144616375852029,-0.5175799297645091,-0.5818994776353186,0.11988721606839378,-1.292505140502953,0.07149295171984899,1.5931028569585326,0.27976610128223095,0.00711875633298846,-0.3432556100561128,-0.03717703771528926,0.6568324515814129,1.2885832400797173,-0.6711783479432387,-0.603374586283427,0.18314029187463027,1.8125582817364294,-1.4737479085306413,0.9576044941270487,-1.2397414503868571,-0.255548183272961,0.4019765718475422,-1.4561277288052625,1.0109428489781649,0.9627964117125054,-0.36067727461681465,-1.590502139032782,0.40542548715567633,1.2256358090968995,-1.0316899462189868,1.0713541445291659,2.044088704521231,0.3663001929539821,-0.33398473580309035,-1.3846677412823474,-0.8987783776607069,0.46569357678343865,0.7513552927672206,-0.3902414730419183,0.7607229662747667,-0.1859172548116381,-0.5619700903591265,-0.638899773600491,0.9012818029866067,0.49017153766334315,-0.41727100381136306,0.5595569374136816,-0.7233454161144403,0.3397318150253121,-0.09829073049994595,-1.0706577253079275,0.46973060858605253,1.4694582136759133,0.022783860522111885,0.7361913991542083,0.9283990778714937,-1.1455678692758806,-0.1925384015121394,0.8409567599361532,-0.7792278330433778,-0.2025210188291606,-0.45443391231316066,0.8216611028605795,0.08156848847997071,-0.7313940099369989,0.2635904175486747,Train,0.3604729917563172,False
6,171,-0.5685237558442503,0.8201350876207619,-1.6715676493433547,-1.4274979962707088,-0.6113287913287088,-0.8382541216337638,-0.2750542861844328,1.4905964840761716,-0.35102414400230825,-0.0843492096315233,-1.1869287902767516,0.18023209885650582,0.33491090050063343,0.9292911310986571,-0.8038232795562413,-1.2689680948386628,-0.3335639915127637,1.5753424016056752,0.04309258356134912,1.1388133077457838,-0.49026633853862284,-0.4570038160443916,0.034806995231267894,-1.3228408604105732,1.436034823719227,1.3397504631317405,-0.1334687160925694,-1.3193167827608785,0.8000254176497287,1.5786573082562205,-0.8756709373824547,-0.6618681404047136,1.6960674478463413,1.0811004797827022,-0.5034150401676816,-1.1004002584462567,-0.8433042001557194,1.4121569479057625,1.2707580835762247,1.0058949294006276,0.20466555994319735,-0.3679592378236595,0.007357006512751203,-1.2647405055476617,-0.18759994486305717,0.6125089879033784,0.6985181489139459,0.34347925094685483,-1.5504098331232528,0.5859289286890801,-0.7975901158683304,-0.9722429453072505,2.3951362555410816,1.2007672076935407,0.40734228873509876,0.4461060546901694,1.1463537362670335,-0.5092007092132195,-0.03718827011507313,1.032942672196972,-1.0647498450371624,-0.8532773670286173,-1.7111843847566317,0.36625963344508156,-0.10737269692046841,-1.2802236537307212,1.8995063542471553,Train,0.48345474754589546,False
7,1476,-0.5685237558442503,-0.894774984913153,-1.2632068560138006,-1.9370290721926495,2.397232911078937,-0.5925979258358671,0.7740440283182867,0.8917943643651991,0.40596821382097176,-0.9841390049088972,-2.8688281637931445,-1.615002457617832,-0.02191466796983397,-1.580381502303437,-0.34568053203626814,-1.6112290690515945,-1.2105260273026583,0.8652745689703986,-1.5161947851981814,0.7723975202330993,0.23123531389369467,-0.8532336363871238,-1.9616877758437574,-0.093765094774239,-1.330096430108218,-1.8634869182137659,-0.027892148265388873,-0.6038490342120655,1.6794932352714949,2.397345067256891,-0.7202884157159165,-1.0335010375200515,-0.7838190319297024,-0.8869955403733513,1.8432548760439622,-1.1303952403943087,1.2891232165669255,2.6250460334294847,0.30319169206706914,-0.5379152818068612,0.14888158424969739,-0.23131199452614645,2.2365106883734813,-0.9207972604966573,-1.551769637198303,-1.178060137158264,-0.25516321185946045,-0.506680063666044,0.24661540113845462,-1.2302603422991225,-0.5860996760621324,1.2465368923502378,-0.3125831595948316,0.2624985946393636,0.22683791231098113,-0.5821439371214502,1.9884069193929998,-1.354190734236546,-0.8501473553000213,1.5804459410559597,-0.04024291607579571,2.6171964379011374,0.3432878298091538,0.7729845400744209,0.20192337625248,-0.504703504931191,-0.7223896708441363,Train,0.25522332436385087,False
8,506,-0.5685237558442503,-0.8009801123874459,-1.0466715945826837,-1.4183992274004833,-0.8374135543858997,-1.15676070087654,-0.12715942163208155,0.504295948277848,-0.5111613539890112,-0.7867126763450474,-0.44034144861707486,-0.6458351370961815,-0.6392258525688913,0.3278471588530639,0.7257504979311216,-0.6119453715889672,-0.5412513888950762,0.5578141496838281,0.7658112890889365,-0.531934066920137,-0.7914568154894586,0.3778070843965443,1.5067496112259102,1.6479251975055422,-0.22886636900039853,-0.1782930086500828,0.5716899424101373,-0.6038490342120655,-0.14340369712481832,1.5050550546193233,0.26380088629770615,-2.182905899357539,-0.2862757719337011,-1.2389001183904345,1.5216565021003785,0.8546492918949782,0.6700313857058013,1.0887198586961397,1.4913533726969215,0.8863165658910953,1.1522493508127016,-0.5651216885867018,-0.2976627576248243,-0.2643853051050943,-0.6077923864249694,0.9995977290899686,2.878735505177052,0.6085111235832802,-1.9217770858139676,-0.8740342131575559,-2.601082508101149,-0.5357823833415544,0.5437916171990372,-1.8246735035712127,-0.8858712887361507,0.05297301906165782,0.43640709969041086,-0.10611359501568923,-0.2542524727177047,0.3860777005691475,-0.2150363430323926,-1.132433340477979,-1.9463960441928927,0.5663009003511109,0.6429682851513251,-0.9248365748131291,0.7576298457920525,Train,0.29828390325938203,False
9,1171,-0.5685237558442503,0.9156987964521647,-1.264507368094468,-1.3456090733268988,0.34930446085180583,-0.16080634719356968,-0.5122130886646081,0.5053377272631622,0.08339418945490512,-1.3126742620817808,-1.506162606666272,-1.1140469849229047,-0.6168994549072684,-0.44257854458782925,1.3304650922355796,-1.4709913991116947,-0.2803534492872848,0.897793080870022,0.5350884233227796,1.0628813505524612,0.09940203635420974,-0.10991743428920998,-0.5527359304761582,0.13658800133479845,-0.3421580826132956,0.3113093719014477,0.07536405538721133,0.82708646288556,0.8000254176497287,1.1518740891459534,-0.8405248908819681,-0.45439433862899364,0.30496466081532314,-0.24292172042179114,0.9340125097689966,0.4655715261159237,0.3188506407757634,1.0656172103134283,0.9310019461340076,-0.6673097792927122,0.6955645404739761,0.9583228280511684,0.9749491434524806,-1.3313321979174493,-0.04672183589221096,-0.5926356988441561,0.5171524383073829,-0.3145622109834489,-1.214174826364102,-0.4749755897877052,-0.35928384172947664,-0.2898065836446036,-0.10652431344661768,-0.155410484927667,1.177494294872302,0.4461060546901694,1.0707202164253091,-0.45545576058547127,-0.4952515108747428,1.8846144237553981,-0.25350762548831934,0.21569603444925955,-0.29866991913948426,0.9496331087229333,0.7057058252239167,0.25172691674921305,-0.6117471836977408,Train,0.4741152418900785,False
